freq : 83.33 MHz
SWR : 2.18
 Theta 	 Phi 	 Gain(dB) 	 Gain 
45 	 210 	 1.16   	 1.31
50 	 210 	 0.99   	 1.26
55 	 210 	 0.59   	 1.15
60 	 210 	 0.04   	 1.01
65 	 210 	 -0.48   	 0.90
70 	 210 	 -0.79   	 0.83
75 	 210 	 -0.77   	 0.84
80 	 210 	 -0.54   	 0.88
85 	 210 	 -0.28   	 0.94
90 	 210 	 -0.18   	 0.96
95 	 210 	 -0.28   	 0.94
100 	 210 	 -0.54   	 0.88
105 	 210 	 -0.77   	 0.84
110 	 210 	 -0.79   	 0.83
115 	 210 	 -0.48   	 0.90
120 	 210 	 0.04   	 1.01
125 	 210 	 0.59   	 1.15
130 	 210 	 1.00   	 1.26
135 	 210 	 1.17   	 1.31
140 	 210 	 1.05   	 1.27
145 	 210 	 0.63   	 1.16
150 	 210 	 -0.13   	 0.97
155 	 210 	 -1.27   	 0.75
160 	 210 	 -2.88   	 0.52
165 	 210 	 -5.14   	 0.31
170 	 210 	 -8.51   	 0.14
175 	 210 	 -14.44   	 0.04
180 	 210 	 -58.68   	 0.00
0 	 215 	 -58.68   	 0.00
5 	 215 	 -14.46   	 0.04
10 	 215 	 -8.52   	 0.14
15 	 215 	 -5.15   	 0.31
20 	 215 	 -2.89   	 0.51
25 	 215 	 -1.28   	 0.74
30 	 215 	 -0.14   	 0.97
35 	 215 	 0.62   	 1.15
40 	 215 	 1.05   	 1.27
45 	 215 	 1.16   	 1.31
50 	 215 	 0.99   	 1.26
55 	 215 	 0.59   	 1.15
60 	 215 	 0.04   	 1.01
65 	 215 	 -0.48   	 0.90
70 	 215 	 -0.79   	 0.83
75 	 215 	 -0.78   	 0.84
80 	 215 	 -0.55   	 0.88
85 	 215 	 -0.30   	 0.93
90 	 215 	 -0.20   	 0.95
95 	 215 	 -0.30   	 0.93
100 	 215 	 -0.55   	 0.88
105 	 215 	 -0.78   	 0.84
110 	 215 	 -0.79   	 0.83
115 	 215 	 -0.48   	 0.90
120 	 215 	 0.05   	 1.01
125 	 215 	 0.60   	 1.15
130 	 215 	 1.00   	 1.26
135 	 215 	 1.17   	 1.31
140 	 215 	 1.05   	 1.27
145 	 215 	 0.63   	 1.16
150 	 215 	 -0.13   	 0.97
155 	 215 	 -1.27   	 0.75
160 	 215 	 -2.88   	 0.52
165 	 215 	 -5.14   	 0.31
170 	 215 	 -8.51   	 0.14
175 	 215 	 -14.44   	 0.04
180 	 215 	 -58.68   	 0.00
0 	 220 	 -58.68   	 0.00
5 	 220 	 -14.46   	 0.04
10 	 220 	 -8.52   	 0.14
15 	 220 	 -5.15   	 0.31
20 	 220 	 -2.89   	 0.51
25 	 220 	 -1.28   	 0.74
30 	 220 	 -0.14   	 0.97
35 	 220 	 0.62   	 1.15
40 	 220 	 1.05   	 1.27
45 	 220 	 1.16   	 1.31
50 	 220 	 1.00   	 1.26
55 	 220 	 0.59   	 1.15
60 	 220 	 0.04   	 1.01
65 	 220 	 -0.48   	 0.90
70 	 220 	 -0.79   	 0.83
75 	 220 	 -0.78   	 0.84
80 	 220 	 -0.56   	 0.88
85 	 220 	 -0.31   	 0.93
90 	 220 	 -0.21   	 0.95
95 	 220 	 -0.31   	 0.93
100 	 220 	 -0.56   	 0.88
105 	 220 	 -0.78   	 0.84
110 	 220 	 -0.79   	 0.83
115 	 220 	 -0.48   	 0.90
120 	 220 	 0.05   	 1.01
125 	 220 	 0.60   	 1.15
130 	 220 	 1.00   	 1.26
135 	 220 	 1.17   	 1.31
140 	 220 	 1.05   	 1.27
145 	 220 	 0.63   	 1.16
150 	 220 	 -0.13   	 0.97
155 	 220 	 -1.27   	 0.75
160 	 220 	 -2.88   	 0.52
165 	 220 	 -5.14   	 0.31
170 	 220 	 -8.51   	 0.14
175 	 220 	 -14.44   	 0.04
180 	 220 	 -58.68   	 0.00
0 	 225 	 -58.68   	 0.00
5 	 225 	 -14.46   	 0.04
10 	 225 	 -8.52   	 0.14
15 	 225 	 -5.15   	 0.31
20 	 225 	 -2.89   	 0.51
25 	 225 	 -1.28   	 0.74
30 	 225 	 -0.14   	 0.97
35 	 225 	 0.62   	 1.15
40 	 225 	 1.05   	 1.27
45 	 225 	 1.16   	 1.31
50 	 225 	 1.00   	 1.26
55 	 225 	 0.59   	 1.15
60 	 225 	 0.05   	 1.01
65 	 225 	 -0.48   	 0.90
70 	 225 	 -0.79   	 0.83
75 	 225 	 -0.79   	 0.83
80 	 225 	 -0.57   	 0.88
85 	 225 	 -0.32   	 0.93
90 	 225 	 -0.23   	 0.95
95 	 225 	 -0.32   	 0.93
100 	 225 	 -0.57   	 0.88
105 	 225 	 -0.79   	 0.83
110 	 225 	 -0.79   	 0.83
115 	 225 	 -0.48   	 0.90
120 	 225 	 0.05   	 1.01
125 	 225 	 0.60   	 1.15
130 	 225 	 1.00   	 1.26
135 	 225 	 1.17   	 1.31
140 	 225 	 1.06   	 1.28
145 	 225 	 0.63   	 1.16
150 	 225 	 -0.13   	 0.97
155 	 225 	 -1.27   	 0.75
160 	 225 	 -2.88   	 0.52
165 	 225 	 -5.14   	 0.31
170 	 225 	 -8.51   	 0.14
175 	 225 	 -14.44   	 0.04
180 	 225 	 -58.68   	 0.00
0 	 230 	 -58.68   	 0.00
5 	 230 	 -14.46   	 0.04
10 	 230 	 -8.52   	 0.14
15 	 230 	 -5.15   	 0.31
20 	 230 	 -2.89   	 0.51
25 	 230 	 -1.28   	 0.74
30 	 230 	 -0.14   	 0.97
35 	 230 	 0.62   	 1.15
40 	 230 	 1.05   	 1.27
45 	 230 	 1.16   	 1.31
50 	 230 	 1.00   	 1.26
55 	 230 	 0.60   	 1.15
60 	 230 	 0.05   	 1.01
65 	 230 	 -0.48   	 0.90
70 	 230 	 -0.80   	 0.83
75 	 230 	 -0.80   	 0.83
80 	 230 	 -0.58   	 0.87
85 	 230 	 -0.34   	 0.92
90 	 230 	 -0.24   	 0.95
95 	 230 	 -0.34   	 0.92
100 	 230 	 -0.58   	 0.87
105 	 230 	 -0.80   	 0.83
110 	 230 	 -0.79   	 0.83
115 	 230 	 -0.47   	 0.90
120 	 230 	 0.05   	 1.01
125 	 230 	 0.60   	 1.15
130 	 230 	 1.01   	 1.26
135 	 230 	 1.17   	 1.31
140 	 230 	 1.06   	 1.28
145 	 230 	 0.63   	 1.16
150 	 230 	 -0.13   	 0.97
155 	 230 	 -1.27   	 0.75
160 	 230 	 -2.88   	 0.52
165 	 230 	 -5.14   	 0.31
170 	 230 	 -8.51   	 0.14
175 	 230 	 -14.44   	 0.04
180 	 230 	 -58.68   	 0.00
0 	 235 	 -58.68   	 0.00
5 	 235 	 -14.46   	 0.04
10 	 235 	 -8.52   	 0.14
15 	 235 	 -5.15   	 0.31
20 	 235 	 -2.89   	 0.51
25 	 235 	 -1.28   	 0.74
30 	 235 	 -0.14   	 0.97
35 	 235 	 0.62   	 1.15
40 	 235 	 1.05   	 1.27
45 	 235 	 1.17   	 1.31
50 	 235 	 1.00   	 1.26
55 	 235 	 0.60   	 1.15
60 	 235 	 0.05   	 1.01
65 	 235 	 -0.48   	 0.90
70 	 235 	 -0.80   	 0.83
75 	 235 	 -0.80   	 0.83
80 	 235 	 -0.59   	 0.87
85 	 235 	 -0.35   	 0.92
90 	 235 	 -0.26   	 0.94
95 	 235 	 -0.35   	 0.92
100 	 235 	 -0.59   	 0.87
105 	 235 	 -0.80   	 0.83
110 	 235 	 -0.79   	 0.83
115 	 235 	 -0.47   	 0.90
120 	 235 	 0.06   	 1.01
125 	 235 	 0.61   	 1.15
130 	 235 	 1.01   	 1.26
135 	 235 	 1.17   	 1.31
140 	 235 	 1.06   	 1.28
145 	 235 	 0.63   	 1.16
150 	 235 	 -0.13   	 0.97
155 	 235 	 -1.27   	 0.75
160 	 235 	 -2.88   	 0.52
165 	 235 	 -5.14   	 0.31
170 	 235 	 -8.51   	 0.14
175 	 235 	 -14.44   	 0.04
180 	 235 	 -58.68   	 0.00
0 	 240 	 -58.68   	 0.00
5 	 240 	 -14.46   	 0.04
10 	 240 	 -8.52   	 0.14
15 	 240 	 -5.15   	 0.31
20 	 240 	 -2.89   	 0.51
25 	 240 	 -1.28   	 0.74
30 	 240 	 -0.14   	 0.97
35 	 240 	 0.62   	 1.15
40 	 240 	 1.05   	 1.27
45 	 240 	 1.17   	 1.31
50 	 240 	 1.00   	 1.26
55 	 240 	 0.60   	 1.15
60 	 240 	 0.06   	 1.01
65 	 240 	 -0.47   	 0.90
70 	 240 	 -0.80   	 0.83
75 	 240 	 -0.81   	 0.83
80 	 240 	 -0.60   	 0.87
85 	 240 	 -0.37   	 0.92
90 	 240 	 -0.27   	 0.94
95 	 240 	 -0.37   	 0.92
100 	 240 	 -0.60   	 0.87
105 	 240 	 -0.81   	 0.83
110 	 240 	 -0.80   	 0.83
115 	 240 	 -0.47   	 0.90
120 	 240 	 0.06   	 1.01
125 	 240 	 0.61   	 1.15
130 	 240 	 1.01   	 1.26
135 	 240 	 1.17   	 1.31
140 	 240 	 1.06   	 1.28
145 	 240 	 0.63   	 1.16
150 	 240 	 -0.13   	 0.97
155 	 240 	 -1.27   	 0.75
160 	 240 	 -2.88   	 0.52
165 	 240 	 -5.14   	 0.31
170 	 240 	 -8.51   	 0.14
175 	 240 	 -14.44   	 0.04
180 	 240 	 -58.68   	 0.00
0 	 245 	 -58.68   	 0.00
5 	 245 	 -14.45   	 0.04
10 	 245 	 -8.52   	 0.14
15 	 245 	 -5.15   	 0.31
20 	 245 	 -2.88   	 0.52
25 	 245 	 -1.28   	 0.74
30 	 245 	 -0.14   	 0.97
35 	 245 	 0.62   	 1.15
40 	 245 	 1.05   	 1.27
45 	 245 	 1.17   	 1.31
50 	 245 	 1.01   	 1.26
55 	 245 	 0.61   	 1.15
60 	 245 	 0.06   	 1.01
65 	 245 	 -0.47   	 0.90
70 	 245 	 -0.80   	 0.83
75 	 245 	 -0.81   	 0.83
80 	 245 	 -0.61   	 0.87
85 	 245 	 -0.38   	 0.92
90 	 245 	 -0.28   	 0.94
95 	 245 	 -0.38   	 0.92
100 	 245 	 -0.61   	 0.87
105 	 245 	 -0.81   	 0.83
110 	 245 	 -0.80   	 0.83
115 	 245 	 -0.47   	 0.90
120 	 245 	 0.06   	 1.01
125 	 245 	 0.61   	 1.15
130 	 245 	 1.01   	 1.26
135 	 245 	 1.17   	 1.31
140 	 245 	 1.06   	 1.28
145 	 245 	 0.63   	 1.16
150 	 245 	 -0.13   	 0.97
155 	 245 	 -1.27   	 0.75
160 	 245 	 -2.88   	 0.52
165 	 245 	 -5.14   	 0.31
170 	 245 	 -8.51   	 0.14
175 	 245 	 -14.44   	 0.04
180 	 245 	 -58.68   	 0.00
0 	 250 	 -58.68   	 0.00
5 	 250 	 -14.45   	 0.04
10 	 250 	 -8.52   	 0.14
15 	 250 	 -5.15   	 0.31
20 	 250 	 -2.88   	 0.52
25 	 250 	 -1.28   	 0.74
30 	 250 	 -0.14   	 0.97
35 	 250 	 0.62   	 1.15
40 	 250 	 1.05   	 1.27
45 	 250 	 1.17   	 1.31
50 	 250 	 1.01   	 1.26
55 	 250 	 0.61   	 1.15
60 	 250 	 0.06   	 1.01
65 	 250 	 -0.47   	 0.90
70 	 250 	 -0.80   	 0.83
75 	 250 	 -0.82   	 0.83
80 	 250 	 -0.62   	 0.87
85 	 250 	 -0.39   	 0.91
90 	 250 	 -0.29   	 0.94
95 	 250 	 -0.39   	 0.91
100 	 250 	 -0.62   	 0.87
105 	 250 	 -0.82   	 0.83
110 	 250 	 -0.80   	 0.83
115 	 250 	 -0.47   	 0.90
120 	 250 	 0.06   	 1.01
125 	 250 	 0.61   	 1.15
130 	 250 	 1.01   	 1.26
135 	 250 	 1.17   	 1.31
140 	 250 	 1.06   	 1.28
145 	 250 	 0.63   	 1.16
150 	 250 	 -0.13   	 0.97
155 	 250 	 -1.27   	 0.75
160 	 250 	 -2.88   	 0.52
165 	 250 	 -5.14   	 0.31
170 	 250 	 -8.51   	 0.14
175 	 250 	 -14.44   	 0.04
180 	 250 	 -58.68   	 0.00
0 	 255 	 -58.68   	 0.00
5 	 255 	 -14.45   	 0.04
10 	 255 	 -8.51   	 0.14
15 	 255 	 -5.15   	 0.31
20 	 255 	 -2.88   	 0.52
25 	 255 	 -1.28   	 0.74
30 	 255 	 -0.14   	 0.97
35 	 255 	 0.62   	 1.15
40 	 255 	 1.05   	 1.27
45 	 255 	 1.17   	 1.31
50 	 255 	 1.01   	 1.26
55 	 255 	 0.61   	 1.15
60 	 255 	 0.06   	 1.01
65 	 255 	 -0.47   	 0.90
70 	 255 	 -0.80   	 0.83
75 	 255 	 -0.82   	 0.83
80 	 255 	 -0.63   	 0.86
85 	 255 	 -0.40   	 0.91
90 	 255 	 -0.30   	 0.93
95 	 255 	 -0.40   	 0.91
100 	 255 	 -0.62   	 0.87
105 	 255 	 -0.82   	 0.83
110 	 255 	 -0.80   	 0.83
115 	 255 	 -0.47   	 0.90
120 	 255 	 0.06   	 1.01
125 	 255 	 0.61   	 1.15
130 	 255 	 1.01   	 1.26
135 	 255 	 1.17   	 1.31
140 	 255 	 1.06   	 1.28
145 	 255 	 0.63   	 1.16
150 	 255 	 -0.13   	 0.97
155 	 255 	 -1.27   	 0.75
160 	 255 	 -2.88   	 0.52
165 	 255 	 -5.14   	 0.31
170 	 255 	 -8.51   	 0.14
175 	 255 	 -14.44   	 0.04
180 	 255 	 -58.68   	 0.00
0 	 260 	 -58.68   	 0.00
5 	 260 	 -14.45   	 0.04
10 	 260 	 -8.51   	 0.14
15 	 260 	 -5.14   	 0.31
20 	 260 	 -2.88   	 0.52
25 	 260 	 -1.28   	 0.74
30 	 260 	 -0.14   	 0.97
35 	 260 	 0.63   	 1.16
40 	 260 	 1.05   	 1.27
45 	 260 	 1.17   	 1.31
50 	 260 	 1.01   	 1.26
55 	 260 	 0.61   	 1.15
60 	 260 	 0.06   	 1.01
65 	 260 	 -0.47   	 0.90
70 	 260 	 -0.80   	 0.83
75 	 260 	 -0.83   	 0.83
80 	 260 	 -0.63   	 0.86
85 	 260 	 -0.40   	 0.91
90 	 260 	 -0.31   	 0.93
95 	 260 	 -0.40   	 0.91
100 	 260 	 -0.63   	 0.86
105 	 260 	 -0.82   	 0.83
110 	 260 	 -0.80   	 0.83
115 	 260 	 -0.47   	 0.90
120 	 260 	 0.07   	 1.02
125 	 260 	 0.61   	 1.15
130 	 260 	 1.01   	 1.26
135 	 260 	 1.17   	 1.31
140 	 260 	 1.05   	 1.27
145 	 260 	 0.63   	 1.16
150 	 260 	 -0.14   	 0.97
155 	 260 	 -1.27   	 0.75
160 	 260 	 -2.88   	 0.52
165 	 260 	 -5.14   	 0.31
170 	 260 	 -8.51   	 0.14
175 	 260 	 -14.44   	 0.04
180 	 260 	 -58.68   	 0.00
0 	 265 	 -58.68   	 0.00
5 	 265 	 -14.45   	 0.04
10 	 265 	 -8.51   	 0.14
15 	 265 	 -5.14   	 0.31
20 	 265 	 -2.88   	 0.52
25 	 265 	 -1.28   	 0.74
30 	 265 	 -0.14   	 0.97
35 	 265 	 0.63   	 1.16
40 	 265 	 1.05   	 1.27
45 	 265 	 1.17   	 1.31
50 	 265 	 1.01   	 1.26
55 	 265 	 0.61   	 1.15
60 	 265 	 0.06   	 1.01
65 	 265 	 -0.47   	 0.90
70 	 265 	 -0.80   	 0.83
75 	 265 	 -0.83   	 0.83
80 	 265 	 -0.63   	 0.86
85 	 265 	 -0.41   	 0.91
90 	 265 	 -0.31   	 0.93
95 	 265 	 -0.41   	 0.91
100 	 265 	 -0.63   	 0.86
105 	 265 	 -0.83   	 0.83
110 	 265 	 -0.80   	 0.83
115 	 265 	 -0.47   	 0.90
120 	 265 	 0.07   	 1.02
125 	 265 	 0.61   	 1.15
130 	 265 	 1.01   	 1.26
135 	 265 	 1.17   	 1.31
140 	 265 	 1.05   	 1.27
145 	 265 	 0.63   	 1.16
150 	 265 	 -0.14   	 0.97
155 	 265 	 -1.27   	 0.75
160 	 265 	 -2.88   	 0.52
165 	 265 	 -5.14   	 0.31
170 	 265 	 -8.51   	 0.14
175 	 265 	 -14.44   	 0.04
180 	 265 	 -58.68   	 0.00
0 	 270 	 -58.68   	 0.00
5 	 270 	 -14.44   	 0.04
10 	 270 	 -8.51   	 0.14
15 	 270 	 -5.14   	 0.31
20 	 270 	 -2.88   	 0.52
25 	 270 	 -1.27   	 0.75
30 	 270 	 -0.14   	 0.97
35 	 270 	 0.63   	 1.16
40 	 270 	 1.05   	 1.27
45 	 270 	 1.17   	 1.31
50 	 270 	 1.01   	 1.26
55 	 270 	 0.61   	 1.15
60 	 270 	 0.07   	 1.02
65 	 270 	 -0.47   	 0.90
70 	 270 	 -0.80   	 0.83
75 	 270 	 -0.83   	 0.83
80 	 270 	 -0.63   	 0.86
85 	 270 	 -0.41   	 0.91
90 	 270 	 -0.32   	 0.93
95 	 270 	 -0.41   	 0.91
100 	 270 	 -0.63   	 0.86
105 	 270 	 -0.83   	 0.83
110 	 270 	 -0.80   	 0.83
115 	 270 	 -0.47   	 0.90
120 	 270 	 0.07   	 1.02
125 	 270 	 0.61   	 1.15
130 	 270 	 1.01   	 1.26
135 	 270 	 1.17   	 1.31
140 	 270 	 1.05   	 1.27
145 	 270 	 0.63   	 1.16
150 	 270 	 -0.14   	 0.97
155 	 270 	 -1.27   	 0.75
160 	 270 	 -2.88   	 0.52
165 	 270 	 -5.14   	 0.31
170 	 270 	 -8.51   	 0.14
175 	 270 	 -14.44   	 0.04
180 	 270 	 -58.68   	 0.00
0 	 275 	 -58.68   	 0.00
5 	 275 	 -14.44   	 0.04
10 	 275 	 -8.51   	 0.14
15 	 275 	 -5.14   	 0.31
20 	 275 	 -2.88   	 0.52
25 	 275 	 -1.27   	 0.75
30 	 275 	 -0.14   	 0.97
35 	 275 	 0.63   	 1.16
40 	 275 	 1.05   	 1.27
45 	 275 	 1.17   	 1.31
50 	 275 	 1.01   	 1.26
55 	 275 	 0.61   	 1.15
60 	 275 	 0.07   	 1.02
65 	 275 	 -0.47   	 0.90
70 	 275 	 -0.80   	 0.83
75 	 275 	 -0.83   	 0.83
80 	 275 	 -0.63   	 0.86
85 	 275 	 -0.41   	 0.91
90 	 275 	 -0.31   	 0.93
95 	 275 	 -0.41   	 0.91
100 	 275 	 -0.63   	 0.86
105 	 275 	 -0.83   	 0.83
110 	 275 	 -0.80   	 0.83
115 	 275 	 -0.47   	 0.90
120 	 275 	 0.06   	 1.01
125 	 275 	 0.61   	 1.15
130 	 275 	 1.01   	 1.26
135 	 275 	 1.17   	 1.31
140 	 275 	 1.05   	 1.27
145 	 275 	 0.63   	 1.16
150 	 275 	 -0.14   	 0.97
155 	 275 	 -1.28   	 0.74
160 	 275 	 -2.88   	 0.52
165 	 275 	 -5.14   	 0.31
170 	 275 	 -8.51   	 0.14
175 	 275 	 -14.45   	 0.04
180 	 275 	 -58.68   	 0.00
0 	 280 	 -58.68   	 0.00
5 	 280 	 -14.44   	 0.04
10 	 280 	 -8.51   	 0.14
15 	 280 	 -5.14   	 0.31
20 	 280 	 -2.88   	 0.52
25 	 280 	 -1.27   	 0.75
30 	 280 	 -0.14   	 0.97
35 	 280 	 0.63   	 1.16
40 	 280 	 1.05   	 1.27
45 	 280 	 1.17   	 1.31
50 	 280 	 1.01   	 1.26
55 	 280 	 0.61   	 1.15
60 	 280 	 0.07   	 1.02
65 	 280 	 -0.47   	 0.90
70 	 280 	 -0.80   	 0.83
75 	 280 	 -0.82   	 0.83
80 	 280 	 -0.63   	 0.86
85 	 280 	 -0.40   	 0.91
90 	 280 	 -0.31   	 0.93
95 	 280 	 -0.40   	 0.91
100 	 280 	 -0.63   	 0.86
105 	 280 	 -0.83   	 0.83
110 	 280 	 -0.80   	 0.83
115 	 280 	 -0.47   	 0.90
120 	 280 	 0.06   	 1.01
125 	 280 	 0.61   	 1.15
130 	 280 	 1.01   	 1.26
135 	 280 	 1.17   	 1.31
140 	 280 	 1.05   	 1.27
145 	 280 	 0.63   	 1.16
150 	 280 	 -0.14   	 0.97
155 	 280 	 -1.28   	 0.74
160 	 280 	 -2.88   	 0.52
165 	 280 	 -5.14   	 0.31
170 	 280 	 -8.51   	 0.14
175 	 280 	 -14.45   	 0.04
180 	 280 	 -58.68   	 0.00
0 	 285 	 -58.68   	 0.00
5 	 285 	 -14.44   	 0.04
10 	 285 	 -8.51   	 0.14
15 	 285 	 -5.14   	 0.31
20 	 285 	 -2.88   	 0.52
25 	 285 	 -1.27   	 0.75
30 	 285 	 -0.13   	 0.97
35 	 285 	 0.63   	 1.16
40 	 285 	 1.06   	 1.28
45 	 285 	 1.17   	 1.31
50 	 285 	 1.01   	 1.26
55 	 285 	 0.61   	 1.15
60 	 285 	 0.06   	 1.01
65 	 285 	 -0.47   	 0.90
70 	 285 	 -0.80   	 0.83
75 	 285 	 -0.82   	 0.83
80 	 285 	 -0.62   	 0.87
85 	 285 	 -0.40   	 0.91
90 	 285 	 -0.30   	 0.93
95 	 285 	 -0.40   	 0.91
100 	 285 	 -0.63   	 0.86
105 	 285 	 -0.82   	 0.83
110 	 285 	 -0.80   	 0.83
115 	 285 	 -0.47   	 0.90
120 	 285 	 0.06   	 1.01
125 	 285 	 0.61   	 1.15
130 	 285 	 1.01   	 1.26
135 	 285 	 1.17   	 1.31
140 	 285 	 1.05   	 1.27
145 	 285 	 0.62   	 1.15
150 	 285 	 -0.14   	 0.97
155 	 285 	 -1.28   	 0.74
160 	 285 	 -2.88   	 0.52
165 	 285 	 -5.15   	 0.31
170 	 285 	 -8.51   	 0.14
175 	 285 	 -14.45   	 0.04
180 	 285 	 -58.68   	 0.00
0 	 290 	 -58.68   	 0.00
5 	 290 	 -14.44   	 0.04
10 	 290 	 -8.51   	 0.14
15 	 290 	 -5.14   	 0.31
20 	 290 	 -2.88   	 0.52
25 	 290 	 -1.27   	 0.75
30 	 290 	 -0.13   	 0.97
35 	 290 	 0.63   	 1.16
40 	 290 	 1.06   	 1.28
45 	 290 	 1.17   	 1.31
50 	 290 	 1.01   	 1.26
55 	 290 	 0.61   	 1.15
60 	 290 	 0.06   	 1.01
65 	 290 	 -0.47   	 0.90
70 	 290 	 -0.80   	 0.83
75 	 290 	 -0.82   	 0.83
80 	 290 	 -0.62   	 0.87
85 	 290 	 -0.39   	 0.91
90 	 290 	 -0.29   	 0.94
95 	 290 	 -0.39   	 0.91
100 	 290 	 -0.62   	 0.87
105 	 290 	 -0.82   	 0.83
110 	 290 	 -0.80   	 0.83
115 	 290 	 -0.47   	 0.90
120 	 290 	 0.06   	 1.01
125 	 290 	 0.61   	 1.15
130 	 290 	 1.01   	 1.26
135 	 290 	 1.17   	 1.31
140 	 290 	 1.05   	 1.27
145 	 290 	 0.62   	 1.15
150 	 290 	 -0.14   	 0.97
155 	 290 	 -1.28   	 0.74
160 	 290 	 -2.88   	 0.52
165 	 290 	 -5.15   	 0.31
170 	 290 	 -8.52   	 0.14
175 	 290 	 -14.45   	 0.04
180 	 290 	 -58.68   	 0.00
0 	 295 	 -58.68   	 0.00
5 	 295 	 -14.44   	 0.04
10 	 295 	 -8.51   	 0.14
15 	 295 	 -5.14   	 0.31
20 	 295 	 -2.88   	 0.52
25 	 295 	 -1.27   	 0.75
30 	 295 	 -0.13   	 0.97
35 	 295 	 0.63   	 1.16
40 	 295 	 1.06   	 1.28
45 	 295 	 1.17   	 1.31
50 	 295 	 1.01   	 1.26
55 	 295 	 0.61   	 1.15
60 	 295 	 0.06   	 1.01
65 	 295 	 -0.47   	 0.90
70 	 295 	 -0.80   	 0.83
75 	 295 	 -0.81   	 0.83
80 	 295 	 -0.61   	 0.87
85 	 295 	 -0.38   	 0.92
90 	 295 	 -0.28   	 0.94
95 	 295 	 -0.38   	 0.92
100 	 295 	 -0.61   	 0.87
105 	 295 	 -0.81   	 0.83
110 	 295 	 -0.80   	 0.83
115 	 295 	 -0.47   	 0.90
120 	 295 	 0.06   	 1.01
125 	 295 	 0.61   	 1.15
130 	 295 	 1.01   	 1.26
135 	 295 	 1.17   	 1.31
140 	 295 	 1.05   	 1.27
145 	 295 	 0.62   	 1.15
150 	 295 	 -0.14   	 0.97
155 	 295 	 -1.28   	 0.74
160 	 295 	 -2.88   	 0.52
165 	 295 	 -5.15   	 0.31
170 	 295 	 -8.52   	 0.14
175 	 295 	 -14.45   	 0.04
180 	 295 	 -58.68   	 0.00
0 	 300 	 -58.68   	 0.00
5 	 300 	 -14.44   	 0.04
10 	 300 	 -8.51   	 0.14
15 	 300 	 -5.14   	 0.31
20 	 300 	 -2.88   	 0.52
25 	 300 	 -1.27   	 0.75
30 	 300 	 -0.13   	 0.97
35 	 300 	 0.63   	 1.16
40 	 300 	 1.06   	 1.28
45 	 300 	 1.17   	 1.31
50 	 300 	 1.01   	 1.26
55 	 300 	 0.61   	 1.15
60 	 300 	 0.06   	 1.01
65 	 300 	 -0.47   	 0.90
70 	 300 	 -0.80   	 0.83
75 	 300 	 -0.81   	 0.83
80 	 300 	 -0.60   	 0.87
85 	 300 	 -0.37   	 0.92
90 	 300 	 -0.27   	 0.94
95 	 300 	 -0.37   	 0.92
100 	 300 	 -0.60   	 0.87
105 	 300 	 -0.81   	 0.83
110 	 300 	 -0.80   	 0.83
115 	 300 	 -0.47   	 0.90
120 	 300 	 0.06   	 1.01
125 	 300 	 0.60   	 1.15
130 	 300 	 1.00   	 1.26
135 	 300 	 1.17   	 1.31
140 	 300 	 1.05   	 1.27
145 	 300 	 0.62   	 1.15
150 	 300 	 -0.14   	 0.97
155 	 300 	 -1.28   	 0.74
160 	 300 	 -2.89   	 0.51
165 	 300 	 -5.15   	 0.31
170 	 300 	 -8.52   	 0.14
175 	 300 	 -14.46   	 0.04
180 	 300 	 -58.68   	 0.00
0 	 305 	 -58.68   	 0.00
5 	 305 	 -14.44   	 0.04
10 	 305 	 -8.51   	 0.14
15 	 305 	 -5.14   	 0.31
20 	 305 	 -2.88   	 0.52
25 	 305 	 -1.27   	 0.75
30 	 305 	 -0.13   	 0.97
35 	 305 	 0.63   	 1.16
40 	 305 	 1.06   	 1.28
45 	 305 	 1.17   	 1.31
50 	 305 	 1.01   	 1.26
55 	 305 	 0.61   	 1.15
60 	 305 	 0.06   	 1.01
65 	 305 	 -0.47   	 0.90
70 	 305 	 -0.79   	 0.83
75 	 305 	 -0.80   	 0.83
80 	 305 	 -0.59   	 0.87
85 	 305 	 -0.35   	 0.92
90 	 305 	 -0.26   	 0.94
95 	 305 	 -0.35   	 0.92
100 	 305 	 -0.59   	 0.87
105 	 305 	 -0.80   	 0.83
110 	 305 	 -0.80   	 0.83
115 	 305 	 -0.48   	 0.90
120 	 305 	 0.05   	 1.01
125 	 305 	 0.60   	 1.15
130 	 305 	 1.00   	 1.26
135 	 305 	 1.17   	 1.31
140 	 305 	 1.05   	 1.27
145 	 305 	 0.62   	 1.15
150 	 305 	 -0.14   	 0.97
155 	 305 	 -1.28   	 0.74
160 	 305 	 -2.89   	 0.51
165 	 305 	 -5.15   	 0.31
170 	 305 	 -8.52   	 0.14
175 	 305 	 -14.46   	 0.04
180 	 305 	 -58.68   	 0.00
0 	 310 	 -58.68   	 0.00
5 	 310 	 -14.44   	 0.04
10 	 310 	 -8.51   	 0.14
15 	 310 	 -5.14   	 0.31
20 	 310 	 -2.88   	 0.52
25 	 310 	 -1.27   	 0.75
30 	 310 	 -0.13   	 0.97
35 	 310 	 0.63   	 1.16
40 	 310 	 1.06   	 1.28
45 	 310 	 1.17   	 1.31
50 	 310 	 1.01   	 1.26
55 	 310 	 0.60   	 1.15
60 	 310 	 0.05   	 1.01
65 	 310 	 -0.47   	 0.90
70 	 310 	 -0.79   	 0.83
75 	 310 	 -0.80   	 0.83
