freq : 83.33 MHz
SWR : 1.80
 Theta 	 Phi 	 Gain(dB) 	 Gain 
155 	 125 	 -14.46   	 0.04
160 	 125 	 -17.06   	 0.02
165 	 125 	 -20.03   	 0.01
170 	 125 	 -23.84   	 0.00
175 	 125 	 -30.01   	 0.00
180 	 125 	 -999.99   	 0.00
0 	 130 	 -999.99   	 0.00
5 	 130 	 -30.01   	 0.00
10 	 130 	 -23.84   	 0.00
15 	 130 	 -20.03   	 0.01
20 	 130 	 -17.06   	 0.02
25 	 130 	 -14.46   	 0.04
30 	 130 	 -12.02   	 0.06
35 	 130 	 -9.71   	 0.11
40 	 130 	 -7.53   	 0.18
45 	 130 	 -5.50   	 0.28
50 	 130 	 -3.65   	 0.43
55 	 130 	 -1.99   	 0.63
60 	 130 	 -0.55   	 0.88
65 	 130 	 0.68   	 1.17
70 	 130 	 1.69   	 1.48
75 	 130 	 2.47   	 1.77
80 	 130 	 3.04   	 2.01
85 	 130 	 3.37   	 2.17
90 	 130 	 3.49   	 2.23
95 	 130 	 3.37   	 2.17
100 	 130 	 3.04   	 2.01
105 	 130 	 2.47   	 1.77
110 	 130 	 1.69   	 1.48
115 	 130 	 0.68   	 1.17
120 	 130 	 -0.55   	 0.88
125 	 130 	 -1.99   	 0.63
130 	 130 	 -3.65   	 0.43
135 	 130 	 -5.50   	 0.28
140 	 130 	 -7.53   	 0.18
145 	 130 	 -9.71   	 0.11
150 	 130 	 -12.02   	 0.06
155 	 130 	 -14.46   	 0.04
160 	 130 	 -17.06   	 0.02
165 	 130 	 -20.03   	 0.01
170 	 130 	 -23.84   	 0.00
175 	 130 	 -30.01   	 0.00
180 	 130 	 -999.99   	 0.00
0 	 135 	 -999.99   	 0.00
5 	 135 	 -30.01   	 0.00
10 	 135 	 -23.84   	 0.00
15 	 135 	 -20.03   	 0.01
20 	 135 	 -17.06   	 0.02
25 	 135 	 -14.46   	 0.04
30 	 135 	 -12.02   	 0.06
35 	 135 	 -9.71   	 0.11
40 	 135 	 -7.53   	 0.18
45 	 135 	 -5.50   	 0.28
50 	 135 	 -3.65   	 0.43
55 	 135 	 -1.99   	 0.63
60 	 135 	 -0.55   	 0.88
65 	 135 	 0.68   	 1.17
70 	 135 	 1.69   	 1.48
75 	 135 	 2.47   	 1.77
80 	 135 	 3.04   	 2.01
85 	 135 	 3.37   	 2.17
90 	 135 	 3.49   	 2.23
95 	 135 	 3.37   	 2.17
100 	 135 	 3.04   	 2.01
105 	 135 	 2.47   	 1.77
110 	 135 	 1.69   	 1.48
115 	 135 	 0.68   	 1.17
120 	 135 	 -0.55   	 0.88
125 	 135 	 -1.99   	 0.63
130 	 135 	 -3.65   	 0.43
135 	 135 	 -5.50   	 0.28
140 	 135 	 -7.53   	 0.18
145 	 135 	 -9.71   	 0.11
150 	 135 	 -12.02   	 0.06
155 	 135 	 -14.46   	 0.04
160 	 135 	 -17.06   	 0.02
165 	 135 	 -20.03   	 0.01
170 	 135 	 -23.84   	 0.00
175 	 135 	 -30.01   	 0.00
180 	 135 	 -999.99   	 0.00
0 	 140 	 -999.99   	 0.00
5 	 140 	 -30.01   	 0.00
10 	 140 	 -23.84   	 0.00
15 	 140 	 -20.03   	 0.01
20 	 140 	 -17.06   	 0.02
25 	 140 	 -14.46   	 0.04
30 	 140 	 -12.02   	 0.06
35 	 140 	 -9.71   	 0.11
40 	 140 	 -7.53   	 0.18
45 	 140 	 -5.50   	 0.28
50 	 140 	 -3.65   	 0.43
55 	 140 	 -1.99   	 0.63
60 	 140 	 -0.55   	 0.88
65 	 140 	 0.68   	 1.17
70 	 140 	 1.69   	 1.48
75 	 140 	 2.47   	 1.77
80 	 140 	 3.04   	 2.01
85 	 140 	 3.37   	 2.17
90 	 140 	 3.49   	 2.23
95 	 140 	 3.37   	 2.17
100 	 140 	 3.04   	 2.01
105 	 140 	 2.47   	 1.77
110 	 140 	 1.69   	 1.48
115 	 140 	 0.68   	 1.17
120 	 140 	 -0.55   	 0.88
125 	 140 	 -1.99   	 0.63
130 	 140 	 -3.65   	 0.43
135 	 140 	 -5.50   	 0.28
140 	 140 	 -7.53   	 0.18
145 	 140 	 -9.71   	 0.11
150 	 140 	 -12.02   	 0.06
155 	 140 	 -14.46   	 0.04
160 	 140 	 -17.06   	 0.02
165 	 140 	 -20.03   	 0.01
170 	 140 	 -23.84   	 0.00
175 	 140 	 -30.01   	 0.00
180 	 140 	 -999.99   	 0.00
0 	 145 	 -999.99   	 0.00
5 	 145 	 -30.01   	 0.00
10 	 145 	 -23.84   	 0.00
15 	 145 	 -20.03   	 0.01
20 	 145 	 -17.06   	 0.02
25 	 145 	 -14.46   	 0.04
30 	 145 	 -12.02   	 0.06
35 	 145 	 -9.71   	 0.11
40 	 145 	 -7.53   	 0.18
45 	 145 	 -5.50   	 0.28
50 	 145 	 -3.65   	 0.43
55 	 145 	 -1.99   	 0.63
60 	 145 	 -0.55   	 0.88
65 	 145 	 0.68   	 1.17
70 	 145 	 1.69   	 1.48
75 	 145 	 2.47   	 1.77
80 	 145 	 3.04   	 2.01
85 	 145 	 3.37   	 2.17
90 	 145 	 3.49   	 2.23
95 	 145 	 3.37   	 2.17
100 	 145 	 3.04   	 2.01
105 	 145 	 2.47   	 1.77
110 	 145 	 1.69   	 1.48
115 	 145 	 0.68   	 1.17
120 	 145 	 -0.55   	 0.88
125 	 145 	 -1.99   	 0.63
130 	 145 	 -3.65   	 0.43
135 	 145 	 -5.50   	 0.28
140 	 145 	 -7.53   	 0.18
145 	 145 	 -9.71   	 0.11
150 	 145 	 -12.02   	 0.06
155 	 145 	 -14.46   	 0.04
160 	 145 	 -17.06   	 0.02
165 	 145 	 -20.03   	 0.01
170 	 145 	 -23.84   	 0.00
175 	 145 	 -30.01   	 0.00
180 	 145 	 -999.99   	 0.00
0 	 150 	 -999.99   	 0.00
5 	 150 	 -30.01   	 0.00
10 	 150 	 -23.84   	 0.00
15 	 150 	 -20.03   	 0.01
20 	 150 	 -17.06   	 0.02
25 	 150 	 -14.46   	 0.04
30 	 150 	 -12.02   	 0.06
35 	 150 	 -9.71   	 0.11
40 	 150 	 -7.53   	 0.18
45 	 150 	 -5.50   	 0.28
50 	 150 	 -3.65   	 0.43
55 	 150 	 -1.99   	 0.63
60 	 150 	 -0.55   	 0.88
65 	 150 	 0.68   	 1.17
70 	 150 	 1.69   	 1.48
75 	 150 	 2.47   	 1.77
80 	 150 	 3.04   	 2.01
85 	 150 	 3.37   	 2.17
90 	 150 	 3.49   	 2.23
95 	 150 	 3.37   	 2.17
100 	 150 	 3.04   	 2.01
105 	 150 	 2.47   	 1.77
110 	 150 	 1.69   	 1.48
115 	 150 	 0.68   	 1.17
120 	 150 	 -0.55   	 0.88
125 	 150 	 -1.99   	 0.63
130 	 150 	 -3.65   	 0.43
135 	 150 	 -5.50   	 0.28
140 	 150 	 -7.53   	 0.18
145 	 150 	 -9.71   	 0.11
150 	 150 	 -12.02   	 0.06
155 	 150 	 -14.46   	 0.04
160 	 150 	 -17.06   	 0.02
165 	 150 	 -20.03   	 0.01
170 	 150 	 -23.84   	 0.00
175 	 150 	 -30.01   	 0.00
180 	 150 	 -999.99   	 0.00
0 	 155 	 -999.99   	 0.00
5 	 155 	 -30.01   	 0.00
10 	 155 	 -23.84   	 0.00
15 	 155 	 -20.03   	 0.01
20 	 155 	 -17.06   	 0.02
25 	 155 	 -14.46   	 0.04
30 	 155 	 -12.02   	 0.06
35 	 155 	 -9.71   	 0.11
40 	 155 	 -7.53   	 0.18
45 	 155 	 -5.50   	 0.28
50 	 155 	 -3.65   	 0.43
55 	 155 	 -1.99   	 0.63
60 	 155 	 -0.55   	 0.88
65 	 155 	 0.68   	 1.17
70 	 155 	 1.69   	 1.48
75 	 155 	 2.47   	 1.77
80 	 155 	 3.04   	 2.01
85 	 155 	 3.37   	 2.17
90 	 155 	 3.49   	 2.23
95 	 155 	 3.37   	 2.17
100 	 155 	 3.04   	 2.01
105 	 155 	 2.47   	 1.77
110 	 155 	 1.69   	 1.48
115 	 155 	 0.68   	 1.17
120 	 155 	 -0.55   	 0.88
125 	 155 	 -1.99   	 0.63
130 	 155 	 -3.65   	 0.43
135 	 155 	 -5.50   	 0.28
140 	 155 	 -7.53   	 0.18
145 	 155 	 -9.71   	 0.11
150 	 155 	 -12.02   	 0.06
155 	 155 	 -14.46   	 0.04
160 	 155 	 -17.06   	 0.02
165 	 155 	 -20.03   	 0.01
170 	 155 	 -23.84   	 0.00
175 	 155 	 -30.01   	 0.00
180 	 155 	 -999.99   	 0.00
0 	 160 	 -999.99   	 0.00
5 	 160 	 -30.01   	 0.00
10 	 160 	 -23.84   	 0.00
15 	 160 	 -20.03   	 0.01
20 	 160 	 -17.06   	 0.02
25 	 160 	 -14.46   	 0.04
30 	 160 	 -12.02   	 0.06
35 	 160 	 -9.71   	 0.11
40 	 160 	 -7.53   	 0.18
45 	 160 	 -5.50   	 0.28
50 	 160 	 -3.65   	 0.43
55 	 160 	 -1.99   	 0.63
60 	 160 	 -0.55   	 0.88
65 	 160 	 0.68   	 1.17
70 	 160 	 1.69   	 1.48
75 	 160 	 2.47   	 1.77
80 	 160 	 3.04   	 2.01
85 	 160 	 3.37   	 2.17
90 	 160 	 3.49   	 2.23
95 	 160 	 3.37   	 2.17
100 	 160 	 3.04   	 2.01
105 	 160 	 2.47   	 1.77
110 	 160 	 1.69   	 1.48
115 	 160 	 0.68   	 1.17
120 	 160 	 -0.55   	 0.88
125 	 160 	 -1.99   	 0.63
130 	 160 	 -3.65   	 0.43
135 	 160 	 -5.50   	 0.28
140 	 160 	 -7.53   	 0.18
145 	 160 	 -9.71   	 0.11
150 	 160 	 -12.02   	 0.06
155 	 160 	 -14.46   	 0.04
160 	 160 	 -17.06   	 0.02
165 	 160 	 -20.03   	 0.01
170 	 160 	 -23.84   	 0.00
175 	 160 	 -30.01   	 0.00
180 	 160 	 -999.99   	 0.00
0 	 165 	 -999.99   	 0.00
5 	 165 	 -30.01   	 0.00
10 	 165 	 -23.84   	 0.00
15 	 165 	 -20.03   	 0.01
20 	 165 	 -17.06   	 0.02
25 	 165 	 -14.46   	 0.04
30 	 165 	 -12.02   	 0.06
35 	 165 	 -9.71   	 0.11
40 	 165 	 -7.53   	 0.18
45 	 165 	 -5.50   	 0.28
50 	 165 	 -3.65   	 0.43
55 	 165 	 -1.99   	 0.63
60 	 165 	 -0.55   	 0.88
65 	 165 	 0.68   	 1.17
70 	 165 	 1.69   	 1.48
75 	 165 	 2.47   	 1.77
80 	 165 	 3.04   	 2.01
85 	 165 	 3.37   	 2.17
90 	 165 	 3.49   	 2.23
95 	 165 	 3.37   	 2.17
100 	 165 	 3.04   	 2.01
105 	 165 	 2.47   	 1.77
110 	 165 	 1.69   	 1.48
115 	 165 	 0.68   	 1.17
120 	 165 	 -0.55   	 0.88
125 	 165 	 -1.99   	 0.63
130 	 165 	 -3.65   	 0.43
135 	 165 	 -5.50   	 0.28
140 	 165 	 -7.53   	 0.18
145 	 165 	 -9.71   	 0.11
150 	 165 	 -12.02   	 0.06
155 	 165 	 -14.46   	 0.04
160 	 165 	 -17.06   	 0.02
165 	 165 	 -20.03   	 0.01
170 	 165 	 -23.84   	 0.00
175 	 165 	 -30.01   	 0.00
180 	 165 	 -999.99   	 0.00
0 	 170 	 -999.99   	 0.00
5 	 170 	 -30.01   	 0.00
10 	 170 	 -23.84   	 0.00
15 	 170 	 -20.03   	 0.01
20 	 170 	 -17.06   	 0.02
25 	 170 	 -14.46   	 0.04
30 	 170 	 -12.02   	 0.06
35 	 170 	 -9.71   	 0.11
40 	 170 	 -7.53   	 0.18
45 	 170 	 -5.50   	 0.28
50 	 170 	 -3.65   	 0.43
55 	 170 	 -1.99   	 0.63
60 	 170 	 -0.55   	 0.88
65 	 170 	 0.68   	 1.17
70 	 170 	 1.69   	 1.48
75 	 170 	 2.47   	 1.77
80 	 170 	 3.04   	 2.01
85 	 170 	 3.37   	 2.17
90 	 170 	 3.49   	 2.23
95 	 170 	 3.37   	 2.17
100 	 170 	 3.04   	 2.01
105 	 170 	 2.47   	 1.77
110 	 170 	 1.69   	 1.48
115 	 170 	 0.68   	 1.17
120 	 170 	 -0.55   	 0.88
125 	 170 	 -1.99   	 0.63
130 	 170 	 -3.65   	 0.43
135 	 170 	 -5.50   	 0.28
140 	 170 	 -7.53   	 0.18
145 	 170 	 -9.71   	 0.11
150 	 170 	 -12.02   	 0.06
155 	 170 	 -14.46   	 0.04
160 	 170 	 -17.06   	 0.02
165 	 170 	 -20.03   	 0.01
170 	 170 	 -23.84   	 0.00
175 	 170 	 -30.01   	 0.00
180 	 170 	 -999.99   	 0.00
0 	 175 	 -999.99   	 0.00
5 	 175 	 -30.01   	 0.00
10 	 175 	 -23.84   	 0.00
15 	 175 	 -20.03   	 0.01
20 	 175 	 -17.06   	 0.02
25 	 175 	 -14.46   	 0.04
30 	 175 	 -12.02   	 0.06
35 	 175 	 -9.71   	 0.11
40 	 175 	 -7.53   	 0.18
45 	 175 	 -5.50   	 0.28
50 	 175 	 -3.65   	 0.43
55 	 175 	 -1.99   	 0.63
60 	 175 	 -0.55   	 0.88
65 	 175 	 0.68   	 1.17
70 	 175 	 1.69   	 1.48
75 	 175 	 2.47   	 1.77
80 	 175 	 3.04   	 2.01
85 	 175 	 3.37   	 2.17
90 	 175 	 3.49   	 2.23
95 	 175 	 3.37   	 2.17
100 	 175 	 3.04   	 2.01
105 	 175 	 2.47   	 1.77
110 	 175 	 1.69   	 1.48
115 	 175 	 0.68   	 1.17
120 	 175 	 -0.55   	 0.88
125 	 175 	 -1.99   	 0.63
130 	 175 	 -3.65   	 0.43
135 	 175 	 -5.50   	 0.28
140 	 175 	 -7.53   	 0.18
145 	 175 	 -9.71   	 0.11
150 	 175 	 -12.02   	 0.06
155 	 175 	 -14.46   	 0.04
160 	 175 	 -17.06   	 0.02
165 	 175 	 -20.03   	 0.01
170 	 175 	 -23.84   	 0.00
175 	 175 	 -30.01   	 0.00
180 	 175 	 -999.99   	 0.00
0 	 180 	 -999.99   	 0.00
5 	 180 	 -30.01   	 0.00
10 	 180 	 -23.84   	 0.00
15 	 180 	 -20.03   	 0.01
20 	 180 	 -17.06   	 0.02
25 	 180 	 -14.46   	 0.04
30 	 180 	 -12.02   	 0.06
35 	 180 	 -9.71   	 0.11
40 	 180 	 -7.53   	 0.18
45 	 180 	 -5.50   	 0.28
50 	 180 	 -3.65   	 0.43
55 	 180 	 -1.99   	 0.63
60 	 180 	 -0.55   	 0.88
65 	 180 	 0.68   	 1.17
70 	 180 	 1.69   	 1.48
75 	 180 	 2.47   	 1.77
80 	 180 	 3.04   	 2.01
85 	 180 	 3.37   	 2.17
90 	 180 	 3.49   	 2.23
95 	 180 	 3.37   	 2.17
100 	 180 	 3.04   	 2.01
105 	 180 	 2.47   	 1.77
110 	 180 	 1.69   	 1.48
115 	 180 	 0.68   	 1.17
120 	 180 	 -0.55   	 0.88
125 	 180 	 -1.99   	 0.63
130 	 180 	 -3.65   	 0.43
135 	 180 	 -5.50   	 0.28
140 	 180 	 -7.53   	 0.18
145 	 180 	 -9.71   	 0.11
150 	 180 	 -12.02   	 0.06
155 	 180 	 -14.46   	 0.04
160 	 180 	 -17.06   	 0.02
165 	 180 	 -20.03   	 0.01
170 	 180 	 -23.84   	 0.00
175 	 180 	 -30.01   	 0.00
180 	 180 	 -999.99   	 0.00
0 	 185 	 -999.99   	 0.00
5 	 185 	 -30.01   	 0.00
10 	 185 	 -23.84   	 0.00
15 	 185 	 -20.03   	 0.01
20 	 185 	 -17.06   	 0.02
25 	 185 	 -14.46   	 0.04
30 	 185 	 -12.02   	 0.06
35 	 185 	 -9.71   	 0.11
40 	 185 	 -7.53   	 0.18
45 	 185 	 -5.50   	 0.28
50 	 185 	 -3.65   	 0.43
55 	 185 	 -1.99   	 0.63
60 	 185 	 -0.55   	 0.88
65 	 185 	 0.68   	 1.17
70 	 185 	 1.69   	 1.48
75 	 185 	 2.47   	 1.77
80 	 185 	 3.04   	 2.01
85 	 185 	 3.37   	 2.17
90 	 185 	 3.49   	 2.23
95 	 185 	 3.37   	 2.17
100 	 185 	 3.04   	 2.01
105 	 185 	 2.47   	 1.77
110 	 185 	 1.69   	 1.48
115 	 185 	 0.68   	 1.17
120 	 185 	 -0.55   	 0.88
125 	 185 	 -1.99   	 0.63
130 	 185 	 -3.65   	 0.43
135 	 185 	 -5.50   	 0.28
140 	 185 	 -7.53   	 0.18
145 	 185 	 -9.71   	 0.11
150 	 185 	 -12.02   	 0.06
155 	 185 	 -14.46   	 0.04
160 	 185 	 -17.06   	 0.02
165 	 185 	 -20.03   	 0.01
170 	 185 	 -23.84   	 0.00
175 	 185 	 -30.01   	 0.00
180 	 185 	 -999.99   	 0.00
0 	 190 	 -999.99   	 0.00
5 	 190 	 -30.01   	 0.00
10 	 190 	 -23.84   	 0.00
15 	 190 	 -20.03   	 0.01
20 	 190 	 -17.06   	 0.02
25 	 190 	 -14.46   	 0.04
30 	 190 	 -12.02   	 0.06
35 	 190 	 -9.71   	 0.11
40 	 190 	 -7.53   	 0.18
45 	 190 	 -5.50   	 0.28
50 	 190 	 -3.65   	 0.43
55 	 190 	 -1.99   	 0.63
60 	 190 	 -0.55   	 0.88
65 	 190 	 0.68   	 1.17
70 	 190 	 1.69   	 1.48
75 	 190 	 2.47   	 1.77
80 	 190 	 3.04   	 2.01
85 	 190 	 3.37   	 2.17
90 	 190 	 3.49   	 2.23
95 	 190 	 3.37   	 2.17
100 	 190 	 3.04   	 2.01
105 	 190 	 2.47   	 1.77
110 	 190 	 1.69   	 1.48
115 	 190 	 0.68   	 1.17
120 	 190 	 -0.55   	 0.88
125 	 190 	 -1.99   	 0.63
130 	 190 	 -3.65   	 0.43
135 	 190 	 -5.50   	 0.28
140 	 190 	 -7.53   	 0.18
145 	 190 	 -9.71   	 0.11
150 	 190 	 -12.02   	 0.06
155 	 190 	 -14.46   	 0.04
160 	 190 	 -17.06   	 0.02
165 	 190 	 -20.03   	 0.01
170 	 190 	 -23.84   	 0.00
175 	 190 	 -30.01   	 0.00
180 	 190 	 -999.99   	 0.00
0 	 195 	 -999.99   	 0.00
5 	 195 	 -30.01   	 0.00
10 	 195 	 -23.84   	 0.00
15 	 195 	 -20.03   	 0.01
20 	 195 	 -17.06   	 0.02
25 	 195 	 -14.46   	 0.04
30 	 195 	 -12.02   	 0.06
35 	 195 	 -9.71   	 0.11
40 	 195 	 -7.53   	 0.18
45 	 195 	 -5.50   	 0.28
50 	 195 	 -3.65   	 0.43
55 	 195 	 -1.99   	 0.63
60 	 195 	 -0.55   	 0.88
65 	 195 	 0.68   	 1.17
70 	 195 	 1.69   	 1.48
75 	 195 	 2.47   	 1.77
80 	 195 	 3.04   	 2.01
85 	 195 	 3.37   	 2.17
90 	 195 	 3.49   	 2.23
95 	 195 	 3.37   	 2.17
100 	 195 	 3.04   	 2.01
105 	 195 	 2.47   	 1.77
110 	 195 	 1.69   	 1.48
115 	 195 	 0.68   	 1.17
120 	 195 	 -0.55   	 0.88
125 	 195 	 -1.99   	 0.63
130 	 195 	 -3.65   	 0.43
135 	 195 	 -5.50   	 0.28
140 	 195 	 -7.53   	 0.18
145 	 195 	 -9.71   	 0.11
150 	 195 	 -12.02   	 0.06
155 	 195 	 -14.46   	 0.04
160 	 195 	 -17.06   	 0.02
165 	 195 	 -20.03   	 0.01
170 	 195 	 -23.84   	 0.00
175 	 195 	 -30.01   	 0.00
180 	 195 	 -999.99   	 0.00
0 	 200 	 -999.99   	 0.00
5 	 200 	 -30.01   	 0.00
10 	 200 	 -23.84   	 0.00
15 	 200 	 -20.03   	 0.01
20 	 200 	 -17.06   	 0.02
25 	 200 	 -14.46   	 0.04
30 	 200 	 -12.02   	 0.06
35 	 200 	 -9.71   	 0.11
40 	 200 	 -7.53   	 0.18
45 	 200 	 -5.50   	 0.28
50 	 200 	 -3.65   	 0.43
55 	 200 	 -1.99   	 0.63
60 	 200 	 -0.55   	 0.88
65 	 200 	 0.68   	 1.17
70 	 200 	 1.69   	 1.48
75 	 200 	 2.47   	 1.77
80 	 200 	 3.04   	 2.01
85 	 200 	 3.37   	 2.17
90 	 200 	 3.49   	 2.23
95 	 200 	 3.37   	 2.17
100 	 200 	 3.04   	 2.01
105 	 200 	 2.47   	 1.77
110 	 200 	 1.69   	 1.48
115 	 200 	 0.68   	 1.17
120 	 200 	 -0.55   	 0.88
125 	 200 	 -1.99   	 0.63
130 	 200 	 -3.65   	 0.43
135 	 200 	 -5.50   	 0.28
140 	 200 	 -7.53   	 0.18
145 	 200 	 -9.71   	 0.11
150 	 200 	 -12.02   	 0.06
155 	 200 	 -14.46   	 0.04
160 	 200 	 -17.06   	 0.02
165 	 200 	 -20.03   	 0.01
170 	 200 	 -23.84   	 0.00
175 	 200 	 -30.01   	 0.00
180 	 200 	 -999.99   	 0.00
0 	 205 	 -999.99   	 0.00
5 	 205 	 -30.01   	 0.00
10 	 205 	 -23.84   	 0.00
15 	 205 	 -20.03   	 0.01
20 	 205 	 -17.06   	 0.02
25 	 205 	 -14.46   	 0.04
30 	 205 	 -12.02   	 0.06
35 	 205 	 -9.71   	 0.11
40 	 205 	 -7.53   	 0.18
45 	 205 	 -5.50   	 0.28
50 	 205 	 -3.65   	 0.43
55 	 205 	 -1.99   	 0.63
60 	 205 	 -0.55   	 0.88
65 	 205 	 0.68   	 1.17
70 	 205 	 1.69   	 1.48
75 	 205 	 2.47   	 1.77
80 	 205 	 3.04   	 2.01
85 	 205 	 3.37   	 2.17
90 	 205 	 3.49   	 2.23
95 	 205 	 3.37   	 2.17
100 	 205 	 3.04   	 2.01
105 	 205 	 2.47   	 1.77
110 	 205 	 1.69   	 1.48
115 	 205 	 0.68   	 1.17
120 	 205 	 -0.55   	 0.88
125 	 205 	 -1.99   	 0.63
130 	 205 	 -3.65   	 0.43
135 	 205 	 -5.50   	 0.28
140 	 205 	 -7.53   	 0.18
145 	 205 	 -9.71   	 0.11
150 	 205 	 -12.02   	 0.06
155 	 205 	 -14.46   	 0.04
160 	 205 	 -17.06   	 0.02
165 	 205 	 -20.03   	 0.01
170 	 205 	 -23.84   	 0.00
175 	 205 	 -30.01   	 0.00
180 	 205 	 -999.99   	 0.00
0 	 210 	 -999.99   	 0.00
5 	 210 	 -30.01   	 0.00
10 	 210 	 -23.84   	 0.00
15 	 210 	 -20.03   	 0.01
20 	 210 	 -17.06   	 0.02
25 	 210 	 -14.46   	 0.04
30 	 210 	 -12.02   	 0.06
35 	 210 	 -9.71   	 0.11
40 	 210 	 -7.53   	 0.18
45 	 210 	 -5.50   	 0.28
50 	 210 	 -3.65   	 0.43
55 	 210 	 -1.99   	 0.63
60 	 210 	 -0.55   	 0.88
65 	 210 	 0.68   	 1.17
70 	 210 	 1.69   	 1.48
75 	 210 	 2.47   	 1.77
80 	 210 	 3.04   	 2.01
85 	 210 	 3.37   	 2.17
90 	 210 	 3.49   	 2.23
95 	 210 	 3.37   	 2.17
100 	 210 	 3.04   	 2.01
105 	 210 	 2.47   	 1.77
110 	 210 	 1.69   	 1.48
115 	 210 	 0.68   	 1.17
120 	 210 	 -0.55   	 0.88
125 	 210 	 -1.99   	 0.63
130 	 210 	 -3.65   	 0.43
135 	 210 	 -5.50   	 0.28
140 	 210 	 -7.53   	 0.18
145 	 210 	 -9.71   	 0.11
150 	 210 	 -12.02   	 0.06
155 	 210 	 -14.46   	 0.04
160 	 210 	 -17.06   	 0.02
165 	 210 	 -20.03   	 0.01
170 	 210 	 -23.84   	 0.00
175 	 210 	 -30.01   	 0.00
180 	 210 	 -999.99   	 0.00
0 	 215 	 -999.99   	 0.00
5 	 215 	 -30.01   	 0.00
10 	 215 	 -23.84   	 0.00
15 	 215 	 -20.03   	 0.01
20 	 215 	 -17.06   	 0.02
25 	 215 	 -14.46   	 0.04
30 	 215 	 -12.02   	 0.06
35 	 215 	 -9.71   	 0.11
40 	 215 	 -7.53   	 0.18
45 	 215 	 -5.50   	 0.28
50 	 215 	 -3.65   	 0.43
55 	 215 	 -1.99   	 0.63
60 	 215 	 -0.55   	 0.88
65 	 215 	 0.68   	 1.17
70 	 215 	 1.69   	 1.48
75 	 215 	 2.47   	 1.77
80 	 215 	 3.04   	 2.01
85 	 215 	 3.37   	 2.17
90 	 215 	 3.49   	 2.23
95 	 215 	 3.37   	 2.17
100 	 215 	 3.04   	 2.01
105 	 215 	 2.47   	 1.77
110 	 215 	 1.69   	 1.48
115 	 215 	 0.68   	 1.17
120 	 215 	 -0.55   	 0.88
125 	 215 	 -1.99   	 0.63
130 	 215 	 -3.65   	 0.43
135 	 215 	 -5.50   	 0.28
140 	 215 	 -7.53   	 0.18
145 	 215 	 -9.71   	 0.11
150 	 215 	 -12.02   	 0.06
155 	 215 	 -14.46   	 0.04
160 	 215 	 -17.06   	 0.02
165 	 215 	 -20.03   	 0.01
170 	 215 	 -23.84   	 0.00
175 	 215 	 -30.01   	 0.00
180 	 215 	 -999.99   	 0.00
0 	 220 	 -999.99   	 0.00
5 	 220 	 -30.01   	 0.00
10 	 220 	 -23.84   	 0.00
15 	 220 	 -20.03   	 0.01
20 	 220 	 -17.06   	 0.02
25 	 220 	 -14.46   	 0.04
30 	 220 	 -12.02   	 0.06
35 	 220 	 -9.71   	 0.11
40 	 220 	 -7.53   	 0.18
45 	 220 	 -5.50   	 0.28
50 	 220 	 -3.65   	 0.43
55 	 220 	 -1.99   	 0.63
60 	 220 	 -0.55   	 0.88
65 	 220 	 0.68   	 1.17
70 	 220 	 1.69   	 1.48
75 	 220 	 2.47   	 1.77
80 	 220 	 3.04   	 2.01
85 	 220 	 3.37   	 2.17
90 	 220 	 3.49   	 2.23
95 	 220 	 3.37   	 2.17
100 	 220 	 3.04   	 2.01
105 	 220 	 2.47   	 1.77
110 	 220 	 1.69   	 1.48
115 	 220 	 0.68   	 1.17
120 	 220 	 -0.55   	 0.88
125 	 220 	 -1.99   	 0.63
130 	 220 	 -3.65   	 0.43
135 	 220 	 -5.50   	 0.28
140 	 220 	 -7.53   	 0.18
145 	 220 	 -9.71   	 0.11
150 	 220 	 -12.02   	 0.06
155 	 220 	 -14.46   	 0.04
160 	 220 	 -17.06   	 0.02
165 	 220 	 -20.03   	 0.01
170 	 220 	 -23.84   	 0.00
175 	 220 	 -30.01   	 0.00
180 	 220 	 -999.99   	 0.00
0 	 225 	 -999.99   	 0.00
5 	 225 	 -30.01   	 0.00
10 	 225 	 -23.84   	 0.00
15 	 225 	 -20.03   	 0.01
20 	 225 	 -17.06   	 0.02
25 	 225 	 -14.46   	 0.04
30 	 225 	 -12.02   	 0.06
35 	 225 	 -9.71   	 0.11
40 	 225 	 -7.53   	 0.18
45 	 225 	 -5.50   	 0.28
50 	 225 	 -3.65   	 0.43
55 	 225 	 -1.99   	 0.63
60 	 225 	 -0.55   	 0.88
65 	 225 	 0.68   	 1.17
70 	 225 	 1.69   	 1.48
75 	 225 	 2.47   	 1.77
80 	 225 	 3.04   	 2.01
85 	 225 	 3.37   	 2.17
90 	 225 	 3.49   	 2.23
95 	 225 	 3.37   	 2.17
100 	 225 	 3.04   	 2.01
105 	 225 	 2.47   	 1.77
110 	 225 	 1.69   	 1.48
115 	 225 	 0.68   	 1.17
120 	 225 	 -0.55   	 0.88
125 	 225 	 -1.99   	 0.63
130 	 225 	 -3.65   	 0.43
135 	 225 	 -5.50   	 0.28
140 	 225 	 -7.53   	 0.18
145 	 225 	 -9.71   	 0.11
150 	 225 	 -12.02   	 0.06
155 	 225 	 -14.46   	 0.04
160 	 225 	 -17.06   	 0.02
165 	 225 	 -20.03   	 0.01
170 	 225 	 -23.84   	 0.00
175 	 225 	 -30.01   	 0.00
